ya_id,ya_number,ya_merge_manufacturer,ya_merge_short_name,takamol_CarNo,takamol_Model,takamol_MemberNo,takamol_CarKey,takamol_CarName,takamol_Reservations
3b8a75af-277c-40f8-b5e3-45a1e68f6fa1,g10465,KIA,K5,10465,2023,2760,99112,KIA K5,"[{'ReservationKey': 0, 'CarKey': 99112, 'CustomerName': 'Running Contract, 15776', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/30/2024 11:37:00 AM', 'ToDateTime': '8/2/2024 11:37:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
10cf107a-e0b2-4da3-a535-58e0c015ffb0,g18894,KIA,K5,18894,2023,2760,99111,KIA K5,"[{'ReservationKey': 0, 'CarKey': 99111, 'CustomerName': 'Running Contract, 15818', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 7:51:00 PM', 'ToDateTime': '8/4/2024 7:51:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
f803ab2e-a82a-4b83-b5df-735791f34962,z39614,KIA,K5,39614,2023,2760,85522,KIA K5,"[{'ReservationKey': 0, 'CarKey': 85522, 'CustomerName': 'Running Contract, 15830', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 1:03:00 AM', 'ToDateTime': '8/6/2024 1:03:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
5680521e-c144-43f5-b662-6fbce0230dea,z39615,KIA,K5,39615,2023,2760,85523,KIA K5,"[{'ReservationKey': 0, 'CarKey': 85523, 'CustomerName': 'Running Contract, 15791', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 1:48:00 AM', 'ToDateTime': '8/3/2024 1:48:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
1eb04015-9f61-49ab-8987-e2ee6bdddaa3,k56836,KIA,K5,56836,2023,2760,104371,KIA K5,
335ea8e4-f3b6-48b9-b350-f02170c86a30,c89429,KIA,K5,89429,2023,2760,99116,KIA K5,"[{'ReservationKey': 0, 'CarKey': 99116, 'CustomerName': 'Running Contract, 15883', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/2/2024 4:17:00 PM', 'ToDateTime': '8/9/2024 4:17:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
1cec5876-70e1-4d33-afb5-90eb6340e49a,p74356,LAMBORGHINI,HURACAN,74356,2023,2760,127261,LAMBORGHINI HURACAN EVO SPIDER,
1920af54-aa16-49b4-914c-895ad491a44f,y50538,LAMBORGHINI,HURACAN,50538,2022,2760,98490,LAMBORGHINI HURRACAN  EVO SPYDER,"[{'ReservationKey': 0, 'CarKey': 98490, 'CustomerName': 'Running Contract, 15834', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 3:29:00 AM', 'ToDateTime': '8/4/2024 3:29:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
09ccd41b-6e8c-457c-bb80-2020994588b3,u4871,LAMBORGHINI,URUS MY20,4871,2022,2760,73091,LAMBORGHINI URUS CAPSULE,"[{'ReservationKey': 0, 'CarKey': 73091, 'CustomerName': 'Running Contract, 15863', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 9:23:00 PM', 'ToDateTime': '8/2/2024 9:23:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
473d7f42-7f36-492d-9480-0aacdec9650a,r2937,LAND ROVER,DEFENDER,2937,2022,2760,69467,LAND ROVER DEFENDER ,"[{'ReservationKey': 0, 'CarKey': 69467, 'CustomerName': 'Running Contract, 15638', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/22/2024 6:38:00 PM', 'ToDateTime': '8/21/2024 6:38:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
89c474ff-0edb-41e3-9735-5842a7044b53,p15529,LEXUS,LX 600,15529,2023,2760,93474,LEXUS LX 600,"[{'ReservationKey': 0, 'CarKey': 93474, 'CustomerName': 'Running Contract, 15815', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 10:00:00 AM', 'ToDateTime': '8/4/2024 10:00:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
a8de86e2-bee1-42e1-88ef-66cdc9a5049d,g59319,MERCEDES,A220,59319,2019,2760,10383,MERCEDES A220,
666fc971-647b-4f02-8326-f9d1ab0beedb,h68522,MERCEDES,C300,68522,2020,2760,2909,MERCEDES C CONV.,"[{'ReservationKey': 0, 'CarKey': 2909, 'CustomerName': 'Running Contract, 15795', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 5:10:00 AM', 'ToDateTime': '8/3/2024 5:10:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
9d061fc9-a8ff-46f1-99f8-08b660c556a0,q58395,MERCEDES,C200,58395,2022,2760,68406,MERCEDES C200,"[{'ReservationKey': 0, 'CarKey': 68406, 'CustomerName': 'Running Contract, 15808', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 2:44:00 PM', 'ToDateTime': '8/7/2024 2:44:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
142ddbba-9792-4af3-ae27-19c6ed44f8bf,x65964,Mercedes,S500,65964,2022,2760,79216,MERCEDES C300,
7bd894e9-6a44-4520-a96a-2d99a6df0f62,h76946,MERCEDES,E400,76946,2020,2760,68387,MERCEDES E-CLASS,"[{'ReservationKey': 0, 'CarKey': 68387, 'CustomerName': 'Running Contract, 14750', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/16/2024 6:10:07 PM', 'ToDateTime': '6/17/2024 6:10:07 PM', 'DayRentValue': 0.0, 'Documents': None}]"
cc8be795-cb8e-4d23-a7ee-32b6ac5b50e9,r6563,Mercedes,G63 AMG,6563,2023,2760,113393,MERCEDES G CLASS 63,"[{'ReservationKey': 0, 'CarKey': 113393, 'CustomerName': 'Running Contract, 1001518', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '6/29/2024 2:30:00 PM', 'ToDateTime': '7/29/2024 2:30:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
465ea059-a3dc-4e9c-8040-e1acd2a1dac2,k67614,MINI COOPER,COOPER S,67614,2022,2760,67518,MINI COOPER,
8fc7dd30-1970-42c0-9648-41407baa19d8,g82086,MINI COOPER,COOPER S,82086,2023,2760,93170,MINI COOPER ,
17afdc2e-af82-4e3a-a9c5-4639a8a0b679,k70861,MITSUBISHI,ATTRAGE,70861,2023,2760,94918,MITSUBISHI ATTRAGE 1,"[{'ReservationKey': 0, 'CarKey': 94918, 'CustomerName': 'Running Contract, 1000838', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/11/2023 6:39:38 PM', 'ToDateTime': '7/11/2023 6:39:38 PM', 'DayRentValue': 0.0, 'Documents': None}]"
1b251faf-63cb-4ae0-a57c-dc70734fb135,y45229,NISSAN,PATROL SE P.C,45229,2022,2760,69041,NISSAN PATROL  SE PLATINUM,
b4fdafd1-f614-49c8-831c-eed9b8d59a2a,y45230,NISSAN,PATROL SE P.C,45230,2022,2760,69044,NISSAN PATROL  SE PLATINUM ,
f054586f-5413-43a9-a244-416e4a4625b5,y45232,NISSAN,PATROL SE P.C,45232,2022,2760,69045,NISSAN PATROL  SE PLATINUM ,"[{'ReservationKey': 0, 'CarKey': 69045, 'CustomerName': 'Running Contract, 15753', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/28/2024 7:54:00 PM', 'ToDateTime': '8/3/2024 7:54:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
890a7f2d-f171-4dc3-a968-aae5cbcf10c0,y45233,NISSAN,PATROL SE P.C,45233,2022,2760,69056,NISSAN PATROL  SE PLATINUM ,
546252b0-3df9-4ed2-8a84-9f848102913a,y45234,NISSAN,PATROL SE P.C,45234,2022,2760,69057,NISSAN PATROL  SE PLATINUM ,"[{'ReservationKey': 0, 'CarKey': 69057, 'CustomerName': 'Running Contract, 13977', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '5/20/2024 4:54:00 PM', 'ToDateTime': '6/9/2024 4:54:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
0fbb52f6-267e-4bdb-a851-bbf0ef4f73e5,c91139,PORSCHE,911 CARRERA 4GTS,91139,2023,2760,98653,PORSCHE 911 CARRERA 4 GTS CONV.,
4ceba3b7-ddc6-47ec-96c7-57f23d9b002f,q41154,RANGE ROVER,SPORT,41154,2021,2760,11677,RANGE ROVER SPORT,"[{'ReservationKey': 0, 'CarKey': 11677, 'CustomerName': 'Running Contract, 15855', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 5:48:00 PM', 'ToDateTime': '8/2/2024 5:48:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
b0e64a4e-2ac5-4cca-a8d0-7120496212bd,k35920,RANGE ROVER,VELAR,35920,2021,2760,93394,RANGE ROVER VELAR,"[{'ReservationKey': 0, 'CarKey': 93394, 'CustomerName': 'Running Contract, 15792', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 1:52:00 AM', 'ToDateTime': '8/4/2024 1:52:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
3e6e629e-2de8-42bd-b12b-a90c28270f18,y19947,RANGE ROVER,VELAR,19947,2022,2760,91175,RANGE ROVER VELAR ,"[{'ReservationKey': 0, 'CarKey': 91175, 'CustomerName': 'Running Contract, 15802', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 12:25:00 PM', 'ToDateTime': '8/3/2024 12:25:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
8e8a172b-56f4-4e67-a54d-546b554eff00,j77467,RANGE ROVER,VOGUE,77467,2023,2760,87420,RANGE ROVER VOGUE,"[{'ReservationKey': 0, 'CarKey': 87420, 'CustomerName': 'Running Contract, 15786', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/30/2024 7:55:00 PM', 'ToDateTime': '8/3/2024 7:55:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
40cb279a-32a4-43a3-a649-e70b9a5d03a1,z58507,TOYOTA,CAMRY,58507,2023,2760,86073,TOYOTA CAMRY,"[{'ReservationKey': 0, 'CarKey': 86073, 'CustomerName': 'Running Contract, 15796', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 8:26:00 AM', 'ToDateTime': '8/3/2024 8:26:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
a5e0f065-6d3d-4c0c-968d-ef369245bc7e,z58508,TOYOTA,CAMRY,58508,2023,2760,86074,TOYOTA CAMRY,"[{'ReservationKey': 0, 'CarKey': 86074, 'CustomerName': 'Running Contract, 15606', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/21/2024 12:32:00 AM', 'ToDateTime': '8/4/2024 12:32:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
5a6aed7f-7882-4eb5-bd4a-3afbc709f582,z85933,TOYOTA,CAMRY,85933,2023,2760,89695,TOYOTA CAMRY,"[{'ReservationKey': 0, 'CarKey': 89695, 'CustomerName': 'Running Contract, 15603', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/20/2024 10:13:00 PM', 'ToDateTime': '8/2/2024 10:13:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
840b557b-f506-41b0-bc28-80540385d2a6,z85936,TOYOTA,CAMRY,85936,2023,2760,89696,TOYOTA CAMRY,
6879cd57-243f-4e19-b220-3e482b35c17b,z85937,TOYOTA,CAMRY,85937,2023,2760,89693,TOYOTA CAMRY,"[{'ReservationKey': 0, 'CarKey': 89693, 'CustomerName': 'Running Contract, 15733', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/27/2024 2:15:00 PM', 'ToDateTime': '8/4/2024 2:15:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
42cf4f68-6edb-4f2c-b512-fe7ecf594b77,p14306,TOYOTA,CAMRY,14306,2023,2760,93469,TOYOTA CAMRY ,"[{'ReservationKey': 0, 'CarKey': 93469, 'CustomerName': 'Running Contract, 15238', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/4/2024 6:18:00 PM', 'ToDateTime': '8/3/2024 6:18:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
9670956b-7d1a-4491-bcfe-5ce8f72930e6,p14716,TOYOTA,CAMRY,14716,2023,2760,93470,TOYOTA CAMRY ,"[{'ReservationKey': 0, 'CarKey': 93470, 'CustomerName': 'Running Contract, 15851', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/1/2024 4:01:00 PM', 'ToDateTime': '8/5/2024 4:01:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
a76056db-60f5-4dd7-88c7-c716e7eb7f23,p15524,TOYOTA,CAMRY,15524,2023,2760,93471,TOYOTA CAMRY ,"[{'ReservationKey': 0, 'CarKey': 93471, 'CustomerName': 'Running Contract, 15624', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/21/2024 8:01:00 PM', 'ToDateTime': '8/4/2024 8:01:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
bada1831-19c8-4715-b190-e7da6de07152,p15963,TOYOTA,CAMRY,15963,2023,2760,93472,TOYOTA CAMRY ,"[{'ReservationKey': 0, 'CarKey': 93472, 'CustomerName': 'Running Contract, 15511', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/16/2024 5:18:00 PM', 'ToDateTime': '7/28/2024 5:18:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
2fca8d2f-5fed-4c22-a6b1-2befa4da0380,p14303,TOYOTA,LAND CRUISER,14303,2023,2760,93473,TOYOTA LAND CRUSER ,"[{'ReservationKey': 0, 'CarKey': 93473, 'CustomerName': 'Running Contract, 15823', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/31/2024 9:04:00 PM', 'ToDateTime': '8/3/2024 9:04:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
5b5dcd2b-aefb-433d-b1c1-f15146818cb5,z85930,TOYOTA,YARIS,85930,2023,2760,89699,TOYOTA YARIS,"[{'ReservationKey': 0, 'CarKey': 89699, 'CustomerName': 'Running Contract, 15869', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '8/2/2024 3:25:00 AM', 'ToDateTime': '8/10/2024 3:25:00 AM', 'DayRentValue': 0.0, 'Documents': None}]"
6c8501fe-9d44-4a97-8f05-3ef74ba62625,z85934,TOYOTA,YARIS,85934,2023,2760,89698,TOYOTA YARIS,"[{'ReservationKey': 0, 'CarKey': 89698, 'CustomerName': 'Running Contract, 15734', 'CustomerMobile': None, 'ReservationStatus': 0, 'ReservationDateTime': None, 'FromDateTime': '7/27/2024 3:25:00 PM', 'ToDateTime': '8/25/2024 3:25:00 PM', 'DayRentValue': 0.0, 'Documents': None}]"
